Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Pie chart;Social advice;blue button;correct;incorrect;timeout;Color advice;yellow button;Unnamed: 0;Unnamed: 0.1;block;number;__EMPTY;key
1;1648544928527;29/03/2022 09:08:48;1648544928437;2;29/03/2022 11:08:48;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;
2;1648544936013;29/03/2022 09:08:56;1648544935898;2;29/03/2022 11:08:55;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;1;1;1;FullscreenCheck;script;force_advance;7378;;;;;0;1;0;;;;;;ScreenCheck;;;;;;;;;;0;0;;;0;1
3;1648545019371;29/03/2022 09:10:19;1648545019214;2;29/03/2022 11:10:19;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;375x630;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;2;1;1;GeneralInstruction;advancementZone;continue_button;83232;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;1
4;1648545044417;29/03/2022 09:10:44;1648545044353;2;29/03/2022 11:10:44;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;2;1;2;PracticeInstruction;advancementZone;continue_button;25121;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;1
5;1648545044498;29/03/2022 09:10:44;1648545044374;2;29/03/2022 11:10:44;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;3;1;1;Screen 1;Zone1;timelimit_screen;40;;;;;0;1;0;;;1;;;HiddenScoreSetPractice;;;;;;;;;;2;2;HiddenScoreSetPractice;;2;1
6;1648545044870;29/03/2022 09:10:44;1648545044813;2;29/03/2022 11:10:44;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;6;1;1;Fixation;fixation;fixation;444;;;;;0;1;0;;;;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;5;5;Practice;;5;1
7;1648545049025;29/03/2022 09:10:49;1648545048973;2;29/03/2022 11:10:48;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;6;1;2;Start;ButtonYellow;response_button_image;4069;;;yellow buttonYB.png;1;0;1;0;;;;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;5;5;Practice;;5;1
8;1648545050012;29/03/2022 09:10:50;1648545049951;2;29/03/2022 11:10:49;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;6;1;4;Incorrect;Zone6;timelimit_screen;1001;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;5;5;Practice;;5;1
9;1648545050103;29/03/2022 09:10:50;1648545050023;2;29/03/2022 11:10:50;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;6;1;6;ProgBarUpdate;Zone6;timelimit_screen;74;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;5;5;Practice;;5;1
10;1648545050103;29/03/2022 09:10:50;1648545050030;2;29/03/2022 11:10:50;74063;22;task-j2h4;;20893727;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;SocialTask2021;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;PracticeScore;;;;;;;;;3;0;1;0;;;;;;;;;;;;;;;;;;;;;
