Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;age;country-1;country-text;country-other;sex-1;sex-2;sex-3;sex-text;sex-other;education-1;education-2;education-3;education-4;education-5;education-text;education-other;occupation-1;occupation-2;occupation-3;occupation-4;occupation-5;occupation-text;occupation-other;mental_health_disorder_yes_no-1;mental_health_disorder_yes_no-text;mental_health_disorder_yes_no-other;ethnicity-1;ethnicity-2;ethnicity-3;ethnicity-4;ethnicity-text;ethnicity-other;END QUESTIONNAIRE
1;1674475511624;23/01/2023 12:05:11;1674475511103;3;23/01/2023 15:05:11;74063;38;questionnaire-s5wi;;26558375;3835atx1;7850185;;live;;;mobile;undefined TECNO KG5j;Android 11;Chrome 94.0.4606.85;360x806;360x618;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;25;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;23337
1;1674475342414;23/01/2023 12:02:22;1674475342093;3;23/01/2023 15:02:22;74063;38;questionnaire-s5wi;;26558304;kqiil0ik;7850159;;live;;;mobile;undefined Infinix X6511B;Android 11;Chrome 93.0.4577.62;360x800;360x660;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;17866
1;1674474772034;23/01/2023 11:52:52;1674474771528;3;23/01/2023 14:52:51;74063;38;questionnaire-s5wi;;26558034;z61zp6uz;7850033;;live;;;mobile;undefined TECNO KG5j;Android 11;Chrome 94.0.4606.85;806x360;722x228;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;25;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;37582
1;1674474699875;23/01/2023 11:51:39;1674474693865;3;23/01/2023 14:51:33;74063;38;questionnaire-s5wi;;26558008;b9mk9d61;7850031;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;23;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;20843
1;1674473401750;23/01/2023 11:30:01;1674473401139;3;23/01/2023 14:30:01;74063;38;questionnaire-s5wi;;26557362;a5rfueps;7849816;;complete;;;mobile;undefined Infinix X656;Android 10;Chrome 109.0.0.0;450x1000;450x846;Space Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;23;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;Not employed;;;;;No;;;White;;;;;;24749
1;1674473374319;23/01/2023 11:29:34;1674473374157;-8;23/01/2023 03:29:34;74063;38;questionnaire-s5wi;;26557344;gem5cvmg;7849813;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 108.0.0.0;1366x768;1366x664;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;27;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;20954
1;1674472993007;23/01/2023 11:23:13;1674472992484;3;23/01/2023 14:23:12;74063;38;questionnaire-s5wi;;26557152;z9ruid84;7849723;;live;;;mobile;undefined TECNO KG5j;Android 11;Chrome 94.0.4606.85;360x806;360x618;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;25;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;63808
1;1674472977696;23/01/2023 11:22:57;1674472977341;3;23/01/2023 14:22:57;74063;38;questionnaire-s5wi;;26557145;iyempvvs;7849722;;live;;;mobile;undefined Infinix X6511B;Android 11;Chrome 93.0.4577.62;360x800;360x660;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;26;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;68237
1;1674472954985;23/01/2023 11:22:34;1674472953363;3;23/01/2023 14:22:33;74063;38;questionnaire-s5wi;;26557138;35an0sy0;7849716;;live;;;mobile;Samsung SM-A037F;Android 12;Chrome 105.0.0.0;385x854;384x711;Social Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;68102
1;1674472610455;23/01/2023 11:16:50;1674472604565;3;23/01/2023 14:16:44;74063;38;questionnaire-s5wi;;26556976;bzti9jg6;7849699;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;14671
1;1674472400413;23/01/2023 11:13:20;1674472399966;3;23/01/2023 14:13:19;74063;38;questionnaire-s5wi;;26556862;9qp7yvrs;7849656;;live;;;mobile;Samsung SM-A125F;Android 12;Chrome 107.0.0.0;385x854;384x726;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;28867
1;1674471239447;23/01/2023 10:53:59;1674471238722;-8;23/01/2023 02:53:58;74063;38;questionnaire-s5wi;;26556138;t3ir86h8;7849407;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 108.0.0.0;1366x768;1366x664;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;15559
1;1674470405851;23/01/2023 10:40:05;1674470400060;3;23/01/2023 13:40:00;74063;38;questionnaire-s5wi;;26555810;kcaettd0;7849290;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social_Task_Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;23;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;26275
1;1674469350983;23/01/2023 10:22:30;1674469350334;3;23/01/2023 13:22:30;74063;38;questionnaire-s5wi;;26555363;jlih6h8k;7849153;;complete;;;mobile;undefined Infinix X656;Android 10;Chrome 109.0.0.0;450x1000;450x846;Space Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;33657
1;1674423157409;22/01/2023 21:32:37;1674423157308;-8;22/01/2023 13:32:37;74063;38;questionnaire-s5wi;;26548240;qp2j86k3;7846734;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 108.0.0.0;1366x768;1366x664;Space Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;27;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;21661
1;1674422444657;22/01/2023 21:20:44;1674422444169;3;23/01/2023 00:20:44;74063;38;questionnaire-s5wi;;26548084;3a9fs0qf;7846704;;live;;;mobile;Samsung SM-A235F;Android 13;Chrome 106.0.0.0;384x857;384x681;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;13685
1;1674422196076;22/01/2023 21:16:36;1674422190837;3;23/01/2023 00:16:30;74063;38;questionnaire-s5wi;;26548021;idd7zcoc;7846682;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social_Task_Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;22;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;19899
1;1674421854587;22/01/2023 21:10:54;1674421849345;3;23/01/2023 00:10:49;74063;38;questionnaire-s5wi;;26547938;7cmwzydl;7846658;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;22;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;32950
1;1674420488967;22/01/2023 20:48:08;1674420483790;3;22/01/2023 23:48:03;74063;38;questionnaire-s5wi;;26547543;o16z4xyu;7846532;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x609;Social Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;23;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;22771
1;1674419528277;22/01/2023 20:32:08;1674419527693;3;22/01/2023 23:32:07;74063;38;questionnaire-s5wi;;26547279;yy17ihwt;7846467;;live;;;mobile;Samsung SM-A235F;Android 13;Chrome 106.0.0.0;384x857;384x681;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;22;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;40511
1;1674419394228;22/01/2023 20:29:54;1674419393861;-8;22/01/2023 12:29:53;74063;38;questionnaire-s5wi;;26547221;3qzt4gep;7846433;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 108.0.0.0;1366x768;1366x664;Social_Task_Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;36436
1;1674412324406;22/01/2023 18:32:04;1674412322549;3;22/01/2023 21:32:02;74063;38;questionnaire-s5wi;;26545298;ve8q7vif;7845768;;live;;;mobile;OPPO CPH2349;Android 11;Chrome 94.0.4606.85;360x800;360x620;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;17538
1;1674242518052;20/01/2023 19:21:58;1674242518109;0;20/01/2023 19:21:58;74063;38;questionnaire-s5wi;;26524412;g1czv0ka;7837403;;complete;;;mobile;Samsung SM-A528B;Android 13;Chrome 109.0.0.0;412x915;412x729;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;30;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;;depression, anxiety, psychosis, ptsd;Yes (please specify);White;;;;;;50700
1;1673941723326;17/01/2023 07:48:43;1673941719003;5.5;17/01/2023 13:18:39;74063;38;questionnaire-s5wi;;26426556;ymg6kpzg;7799312;;live;;;mobile;undefined undefined;Android 9;Firefox 89.0;760x360;716x276;Social Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;28;;India;Other (please specify);;Female;;;;;;;Master's Degree;;;;;;Not employed;;;;;No;;;;Asian or Asian British;;;;;92199
1;1673937704529;17/01/2023 06:41:44;1673937705813;5.5;17/01/2023 12:11:45;74063;38;questionnaire-s5wi;;26426084;gslco6wl;7799111;;complete;;;mobile;Realme RMX2189;Android 11;Chrome 99.0.4844.58;360x800;360x668;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;19;;India;Other (please specify);Male;;;;;;;;Master's Degree;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;25957
1;1673936873938;17/01/2023 06:27:53;1673936872787;5.5;17/01/2023 11:57:52;74063;38;questionnaire-s5wi;;26425974;pivm1up0;7799074;;complete;;;mobile;undefined undefined;Android 9;Firefox 87.0;760x360;712x278;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;20;;India;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;67810
1;1673898675797;16/01/2023 19:51:15;1673898675569;5.5;17/01/2023 01:21:15;74063;38;questionnaire-s5wi;;26421332;zsqnf0zu;7797549;;live;;;mobile;undefined M2101K7BI;Android 12;Chrome 108.0.0.0;873x393;839x287;Space_Task_Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;;right_age;Space Task First;;;No;19;;india;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;27274
1;1673859817843;16/01/2023 09:03:37;1673859817732;0;16/01/2023 09:03:37;74063;38;questionnaire-s5wi;;26405400;52ytrcbq;7792389;;live;;;mobile;Apple iPhone;iOS 14.6;Mobile Safari 14.1.1;414x736;414x622;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;18;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;17449
1;1673814628357;15/01/2023 20:30:28;1673814629828;0;15/01/2023 20:30:29;74063;38;questionnaire-s5wi;;26402070;s3n5lxpq;7791595;;live;;;mobile;Google Pixel 6a;Android 13;Chrome 108.0.0.0;412x915;412x742;Social Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;20;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;13216
1;1673733874977;14/01/2023 22:04:34;1673733874852;0;14/01/2023 22:04:34;74063;38;questionnaire-s5wi;;26393122;cy83kipb;7788834;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.1;1470x956;1470x840;Social Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;18;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;25622
1;1675764663073;07/02/2023 10:11:03;1675764664622;0;07/02/2023 10:11:04;74063;38;questionnaire-s5wi;;27003994;vc5a85hy;8021319;;complete;;;computer;Desktop or Laptop;Windows 8;Chrome 106.0.0.0;1280x1024;1280x754;Space Task Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;29;United Kingdom;;;Male;;;;;;High School;;;;;;Full time employment;;;;;;;No;;;White;;;;;;241001
1;1675723728956;06/02/2023 22:48:48;1675723703853;-8;06/02/2023 14:48:23;74063;38;questionnaire-s5wi;;26997482;1l606j6q;8018993;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;2560x1440;2560x1297;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;23;United Kingdom;;;Male;;;;;;High School;;;;;;Full time employment;;;;;;;No;;;White;;;;;;54266
1;1675720916759;06/02/2023 22:01:56;1675720916622;0;06/02/2023 22:01:56;74063;38;questionnaire-s5wi;;26996169;byxuekly;8018689;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.162;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;33;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;513008
1;1675720888933;06/02/2023 22:01:28;1675720888815;0;06/02/2023 22:01:28;74063;38;questionnaire-s5wi;;26996159;iah6e6mx;8018642;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;32;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;540887
1;1675720889309;06/02/2023 22:01:29;1675720888982;0;06/02/2023 22:01:28;74063;38;questionnaire-s5wi;;26996158;aew8lsnm;8018646;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.2;Chrome 101.0.4951.64;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;33;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;540677
1;1675720887312;06/02/2023 22:01:27;1675720887185;0;06/02/2023 22:01:27;74063;38;questionnaire-s5wi;;26996157;ca7gccp1;8018632;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.41;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;28;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;542480
1;1675720887699;06/02/2023 22:01:27;1675720887460;0;06/02/2023 22:01:27;74063;38;questionnaire-s5wi;;26996156;0nniavmm;8018640;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 101.0.4951.64;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;31;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;542155
1;1675720888231;06/02/2023 22:01:28;1675720888018;0;06/02/2023 22:01:28;74063;38;questionnaire-s5wi;;26996155;pyrvhpbe;8018673;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.147;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;29;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;541618
1;1675720887339;06/02/2023 22:01:27;1675720887231;0;06/02/2023 22:01:27;74063;38;questionnaire-s5wi;;26996154;skddemrs;8018692;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.79;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;35;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;542459
1;1675720887966;06/02/2023 22:01:27;1675720887830;0;06/02/2023 22:01:27;74063;38;questionnaire-s5wi;;26996153;ixx2tje9;8018662;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 101.0.4951.54;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;35;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;541860
1;1675720886444;06/02/2023 22:01:26;1675720886313;0;06/02/2023 22:01:26;74063;38;questionnaire-s5wi;;26996151;p2hrofsq;8018659;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 100.0.4896.75;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;27;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;543390
1;1675720887323;06/02/2023 22:01:27;1675720886235;0;06/02/2023 22:01:26;74063;38;questionnaire-s5wi;;26996150;718nx7rq;8018633;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 102.0.5005.40;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;29;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;543357
1;1675720884344;06/02/2023 22:01:24;1675720884237;0;06/02/2023 22:01:24;74063;38;questionnaire-s5wi;;26996149;35qkhxvu;8018685;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4864.133;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;32;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;545444
1;1675720883976;06/02/2023 22:01:23;1675720883874;0;06/02/2023 22:01:23;74063;38;questionnaire-s5wi;;26996148;c79felbx;8018671;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.7113.93;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;28;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;545819
1;1675720885310;06/02/2023 22:01:25;1675720885160;0;06/02/2023 22:01:25;74063;38;questionnaire-s5wi;;26996147;lxnzj7jj;8018644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.60;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;30;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;544529
