Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Pie chart;Social advice;blue button;correct;incorrect;timeout;Color advice;yellow button;Unnamed: 0;Unnamed: 0.1;block;number;__EMPTY;key
1;1658508733885;22/07/2022 16:52:13;1658508733779;1;22/07/2022 17:52:13;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;
2;1658508736682;22/07/2022 16:52:16;1658508736628;1;22/07/2022 17:52:16;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;1;1;1;FullscreenCheck;script;force_advance;3041;;;;;0;1;0;;;;;;ScreenCheck;;;;;;;;;;0;0;;;0;6
3;1658508750940;22/07/2022 16:52:30;1658508750899;1;22/07/2022 17:52:30;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;2;1;1;GeneralInstruction;advancementZone;continue_button;14201;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;6
4;1658508754563;22/07/2022 16:52:34;1658508754512;1;22/07/2022 17:52:34;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;2;1;2;PracticeInstruction;advancementZone;continue_button;3594;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;6
5;1658508754644;22/07/2022 16:52:34;1658508754525;1;22/07/2022 17:52:34;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;3;1;1;Screen 1;Zone1;timelimit_screen;37;;;;;0;1;0;;;1;;;HiddenScoreSetPractice;;;;;;;;;;2;2;HiddenScoreSetPractice;;2;6
6;1658508754984;22/07/2022 16:52:34;1658508754956;1;22/07/2022 17:52:34;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;10;1;1;Fixation;fixation;fixation;431;;;;;0;1;0;;;;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;9;9;Practice;;9;6
7;1658508757887;22/07/2022 16:52:37;1658508757854;1;22/07/2022 17:52:37;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;10;1;2;Start;ButtonYellow;response_button_image;2840.9999999999964;;;yellow buttonYB.png;1;0;1;0;;;;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;9;9;Practice;;9;6
8;1658508758860;22/07/2022 16:52:38;1658508758832;1;22/07/2022 17:52:38;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;10;1;4;Incorrect;Zone6;timelimit_screen;1001;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;9;9;Practice;;9;6
9;1658508758941;22/07/2022 16:52:38;1658508758878;1;22/07/2022 17:52:38;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;10;1;6;ProgBarUpdate;Zone6;timelimit_screen;47;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;9;9;Practice;;9;6
10;1658508758941;22/07/2022 16:52:38;1658508758884;1;22/07/2022 17:52:38;74063;28;task-fch3;;23252079;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;;;PracticeScore;;;;;;;;;3;0;1;0;;;;;;;;;;;;;;;;;;;;;
