Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Pie chart;Social advice;blue button;correct;incorrect;timeout;Color advice;yellow button;Unnamed: 0;Unnamed: 0.1;block;number;__EMPTY;key
1;1669143867952;22/11/2022 19:04:27;1669143867773;0;22/11/2022 19:04:27;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x713;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;
2;1669143872373;22/11/2022 19:04:32;1669143872219;0;22/11/2022 19:04:32;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x713;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;1;1;1;FullscreenCheck;script;force_advance;4388;;;;;0;1;0;;;;;;ScreenCheck;;;;;;;;;;0;0;;;0;7
3;1669143875236;22/11/2022 19:04:35;1669143875083;0;22/11/2022 19:04:35;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;2;1;1;GeneralInstruction;advancementZone;continue_button;2818;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;7
4;1669143876723;22/11/2022 19:04:36;1669143876584;0;22/11/2022 19:04:36;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;2;1;2;PracticeInstruction;advancementZone;continue_button;1492;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;7
5;1669143876854;22/11/2022 19:04:36;1669143876595;0;22/11/2022 19:04:36;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;3;1;1;Screen 1;Zone1;timelimit_screen;29;;;;;0;1;0;;;1;;;HiddenScoreSetPractice;;;;;;;;;;2;2;HiddenScoreSetPractice;;2;7
6;1669143877163;22/11/2022 19:04:37;1669143877045;0;22/11/2022 19:04:37;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;4;1;1;Fixation;fixation;fixation;450;;;;;0;1;0;;;;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;7
7;1669143880890;22/11/2022 19:04:40;1669143880768;0;22/11/2022 19:04:40;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;4;1;2;Start;ButtonYellow;response_button_image;3674.999999999998;;;yellow buttonYB.png;1;0;1;0;;;;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;7
8;1669143881875;22/11/2022 19:04:41;1669143881746;0;22/11/2022 19:04:41;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;4;1;4;Incorrect;Zone6;timelimit_screen;1000;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;7
9;1669143881918;22/11/2022 19:04:41;1669143881791;0;22/11/2022 19:04:41;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;all_spreadsheets;4;1;6;ProgBarUpdate;Zone6;timelimit_screen;47;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;7
10;1669143881918;22/11/2022 19:04:41;1669143881796;0;22/11/2022 19:04:41;74063;36;task-fch3;;25408082;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SocialTask2021;3;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;all_spreadsheets;;;PracticeScore;;;;;;;;;3;0;1;0;;;;;;;;;;;;;;;;;;;;;
